"תחנה","תאריך ושעה (שעון קיץ)","טמפרטורה (C°)","לחות יחסית (%)"
"כפר בלום 07/2005-07/2025","18-11-2021 18:00","22.1","58"
"כפר גלעדי 10/2007-07/2025","18-11-2021 21:00","18.1","70"
"מרום גולן פיכמן 01/1998-07/2025","18-11-2021 21:00","12.6","85"
"כפר בלום 07/2005-07/2025","18-11-2021 21:00","18.3","72"
"כפר גלעדי 10/2007-07/2025","19-11-2021 00:00","16.9","80"
"מרום גולן פיכמן 01/1998-07/2025","19-11-2021 00:00","11.3","86"
"כפר בלום 07/2005-07/2025","19-11-2021 00:00","15.3","82"
"כפר גלעדי 10/2007-07/2025","19-11-2021 03:00","15","88"
"מרום גולן פיכמן 01/1998-07/2025","19-11-2021 03:00","11.7","97"
"כפר בלום 07/2005-07/2025","19-11-2021 03:00","13.7","85"
"כפר גלעדי 10/2007-07/2025","19-11-2021 06:00","14.7","87"
"מרום גולן פיכמן 01/1998-07/2025","19-11-2021 06:00","11.2","99"
"כפר בלום 07/2005-07/2025","19-11-2021 06:00","12.4","88"
"כפר גלעדי 10/2007-07/2025","19-11-2021 09:00","15.5","83"
"מרום גולן פיכמן 01/1998-07/2025","19-11-2021 09:00","13.3","65"
"כפר בלום 07/2005-07/2025","19-11-2021 09:00","14.7","80"
"כפר גלעדי 10/2007-07/2025","19-11-2021 12:00","18.4","73"
"מרום גולן פיכמן 01/1998-07/2025","19-11-2021 12:00","15.2","72"
"כפר בלום 07/2005-07/2025","19-11-2021 12:00","20","67"
"כפר גלעדי 10/2007-07/2025","19-11-2021 15:00","18.7","73"
"מרום גולן פיכמן 01/1998-07/2025","19-11-2021 15:00","14.9","79"
"כפר בלום 07/2005-07/2025","19-11-2021 15:00","21.3","69"
"כפר גלעדי 10/2007-07/2025","19-11-2021 18:00","14.8","93"
"מרום גולן פיכמן 01/1998-07/2025","19-11-2021 18:00","12.3","92"
"כפר בלום 07/2005-07/2025","19-11-2021 18:00","18.2","77"
"כפר גלעדי 10/2007-07/2025","19-11-2021 21:00","14.6","90"
"מרום גולן פיכמן 01/1998-07/2025","19-11-2021 21:00","12","91"
"כפר בלום 07/2005-07/2025","19-11-2021 21:00","16.2","87"
"כפר גלעדי 10/2007-07/2025","20-11-2021 00:00","13.4","90"
"מרום גולן פיכמן 01/1998-07/2025","20-11-2021 00:00","10.8","93"
"כפר בלום 07/2005-07/2025","20-11-2021 00:00","15","93"
"כפר גלעדי 10/2007-07/2025","20-11-2021 03:00","13.7","95"
"מרום גולן פיכמן 01/1998-07/2025","20-11-2021 03:00","10.8","97"
"כפר בלום 07/2005-07/2025","20-11-2021 03:00","15.1","94"
"כפר גלעדי 10/2007-07/2025","20-11-2021 06:00","13.7","96"
"מרום גולן פיכמן 01/1998-07/2025","20-11-2021 06:00","10.1","98"
"כפר בלום 07/2005-07/2025","20-11-2021 06:00","15.1","95"
"כפר גלעדי 10/2007-07/2025","20-11-2021 09:00","13.8","97"
"מרום גולן פיכמן 01/1998-07/2025","20-11-2021 09:00","10.4","98"
"כפר בלום 07/2005-07/2025","20-11-2021 09:00","15.9","94"
"כפר גלעדי 10/2007-07/2025","20-11-2021 12:00","14.6","97"
"מרום גולן פיכמן 01/1998-07/2025","20-11-2021 12:00","10.3","98"
"כפר בלום 07/2005-07/2025","20-11-2021 12:00","17.4","87"
"כפר גלעדי 10/2007-07/2025","20-11-2021 15:00","12","98"
"מרום גולן פיכמן 01/1998-07/2025","20-11-2021 15:00","8.5","98"
"כפר בלום 07/2005-07/2025","20-11-2021 15:00","15","90"
"כפר גלעדי 10/2007-07/2025","20-11-2021 18:00","11.3","97"
"מרום גולן פיכמן 01/1998-07/2025","20-11-2021 18:00","8.1","97"
"כפר בלום 07/2005-07/2025","20-11-2021 18:00","14.6","92"
"כפר גלעדי 10/2007-07/2025","20-11-2021 21:00","11.3","90"
"מרום גולן פיכמן 01/1998-07/2025","20-11-2021 21:00","6","98"
"כפר בלום 07/2005-07/2025","20-11-2021 21:00","12.7","94"
"כפר גלעדי 10/2007-07/2025","21-11-2021 00:00","11.7","91"
"מרום גולן פיכמן 01/1998-07/2025","21-11-2021 00:00","7.5","93"
"כפר בלום 07/2005-07/2025","21-11-2021 00:00","11.8","95"
"כפר גלעדי 10/2007-07/2025","21-11-2021 03:00","11.2","90"
"מרום גולן פיכמן 01/1998-07/2025","21-11-2021 03:00","7.2","99"
"כפר בלום 07/2005-07/2025","21-11-2021 03:00","11.2","97"
"כפר גלעדי 10/2007-07/2025","21-11-2021 06:00","12.8","75"
"מרום גולן פיכמן 01/1998-07/2025","21-11-2021 06:00","7.7","97"
"כפר בלום 07/2005-07/2025","21-11-2021 06:00","10.5","97"
"כפר גלעדי 10/2007-07/2025","21-11-2021 09:00","13.3","77"
"מרום גולן פיכמן 01/1998-07/2025","21-11-2021 09:00","8.8","94"
"כפר בלום 07/2005-07/2025","21-11-2021 09:00","12.4","97"
"כפר גלעדי 10/2007-07/2025","21-11-2021 12:00","16.9","67"
"מרום גולן פיכמן 01/1998-07/2025","21-11-2021 12:00","11.2","82"
"כפר בלום 07/2005-07/2025","21-11-2021 12:00","17.9","70"
"כפר גלעדי 10/2007-07/2025","21-11-2021 15:00","13.5","94"
"מרום גולן פיכמן 01/1998-07/2025","21-11-2021 15:00","8.8","89"
"כפר בלום 07/2005-07/2025","21-11-2021 15:00","14","85"
"כפר גלעדי 10/2007-07/2025","21-11-2021 18:00","12.6","79"
"מרום גולן פיכמן 01/1998-07/2025","21-11-2021 18:00","8.9","90"
"כפר בלום 07/2005-07/2025","21-11-2021 18:00","13.6","92"
"כפר גלעדי 10/2007-07/2025","21-11-2021 21:00","12.2","79"
"מרום גולן פיכמן 01/1998-07/2025","21-11-2021 21:00","6.3","95"
"כפר בלום 07/2005-07/2025","21-11-2021 21:00","11.5","95"
"כפר גלעדי 10/2007-07/2025","22-11-2021 00:00","12.5","78"
"מרום גולן פיכמן 01/1998-07/2025","22-11-2021 00:00","5.9","96"
"כפר בלום 07/2005-07/2025","22-11-2021 00:00","10.2","96"
"כפר גלעדי 10/2007-07/2025","22-11-2021 03:00","12.3","74"
"מרום גולן פיכמן 01/1998-07/2025","22-11-2021 03:00","5.6","96"
"כפר בלום 07/2005-07/2025","22-11-2021 03:00","8.9","97"
"כפר גלעדי 10/2007-07/2025","22-11-2021 06:00","11.4","78"
"מרום גולן פיכמן 01/1998-07/2025","22-11-2021 06:00","5.1","91"
"כפר בלום 07/2005-07/2025","22-11-2021 06:00","7.7","97"
"כפר גלעדי 10/2007-07/2025","22-11-2021 09:00","13.9","76"
"מרום גולן פיכמן 01/1998-07/2025","22-11-2021 09:00","9","88"
"כפר בלום 07/2005-07/2025","22-11-2021 09:00","9.7","97"
"כפר גלעדי 10/2007-07/2025","22-11-2021 12:00","17.1","62"
"מרום גולן פיכמן 01/1998-07/2025","22-11-2021 12:00","13.4","67"
"כפר בלום 07/2005-07/2025","22-11-2021 12:00","18.3","65"
"כפר גלעדי 10/2007-07/2025","22-11-2021 15:00","19.3","53"
"מרום גולן פיכמן 01/1998-07/2025","22-11-2021 15:00","13.6","70"
"כפר בלום 07/2005-07/2025","22-11-2021 15:00","22.1","48"
"כפר גלעדי 10/2007-07/2025","22-11-2021 18:00","16.1","64"
"מרום גולן פיכמן 01/1998-07/2025","22-11-2021 18:00","10.3","83"
"כפר בלום 07/2005-07/2025","22-11-2021 18:00","17.1","69"
"כפר גלעדי 10/2007-07/2025","22-11-2021 21:00","14.2","70"
"מרום גולן פיכמן 01/1998-07/2025","22-11-2021 21:00","4.4","93"
"כפר בלום 07/2005-07/2025","22-11-2021 21:00","13.5","88"
"כפר גלעדי 10/2007-07/2025","23-11-2021 00:00","13.4","70"
"מרום גולן פיכמן 01/1998-07/2025","23-11-2021 00:00","2.8","96"
"כפר בלום 07/2005-07/2025","23-11-2021 00:00","11.2","91"
"כפר גלעדי 10/2007-07/2025","23-11-2021 03:00","13.3","69"
"מרום גולן פיכמן 01/1998-07/2025","23-11-2021 03:00","1.6","97"
"כפר בלום 07/2005-07/2025","23-11-2021 03:00","9.7","93"
"כפר גלעדי 10/2007-07/2025","23-11-2021 06:00","13.1","67"
"מרום גולן פיכמן 01/1998-07/2025","23-11-2021 06:00","0.5","97"
"כפר בלום 07/2005-07/2025","23-11-2021 06:00","8.3","94"
"כפר גלעדי 10/2007-07/2025","23-11-2021 09:00","15.2","64"
"מרום גולן פיכמן 01/1998-07/2025","23-11-2021 09:00","9","97"
"כפר בלום 07/2005-07/2025","23-11-2021 09:00","10.3","94"
"כפר גלעדי 10/2007-07/2025","23-11-2021 12:00","20.5","50"
"מרום גולן פיכמן 01/1998-07/2025","23-11-2021 12:00","14.7","62"
"כפר בלום 07/2005-07/2025","23-11-2021 12:00","20","55"
"כפר גלעדי 10/2007-07/2025","23-11-2021 15:00","22","41"
"מרום גולן פיכמן 01/1998-07/2025","23-11-2021 15:00","16.9","53"
"כפר בלום 07/2005-07/2025","23-11-2021 15:00","25","38"
"כפר גלעדי 10/2007-07/2025","23-11-2021 18:00","17.6","62"
"מרום גולן פיכמן 01/1998-07/2025","23-11-2021 18:00","11.1","78"
"כפר בלום 07/2005-07/2025","23-11-2021 18:00","18.8","60"
"כפר גלעדי 10/2007-07/2025","23-11-2021 21:00","15.9","61"
"מרום גולן פיכמן 01/1998-07/2025","23-11-2021 21:00","5.5","91"
"כפר בלום 07/2005-07/2025","23-11-2021 21:00","15","79"
"כפר גלעדי 10/2007-07/2025","24-11-2021 00:00","16.3","58"
"מרום גולן פיכמן 01/1998-07/2025","24-11-2021 00:00","4.4","95"
"כפר בלום 07/2005-07/2025","24-11-2021 00:00","12.2","88"
"כפר גלעדי 10/2007-07/2025","24-11-2021 03:00","15","64"
"מרום גולן פיכמן 01/1998-07/2025","24-11-2021 03:00","4.8","94"
"כפר בלום 07/2005-07/2025","24-11-2021 03:00","10.8","91"
"כפר גלעדי 10/2007-07/2025","24-11-2021 06:00","14.8","63"
"מרום גולן פיכמן 01/1998-07/2025","24-11-2021 06:00","5.8","94"
"כפר בלום 07/2005-07/2025","24-11-2021 06:00","10.5","93"
"כפר גלעדי 10/2007-07/2025","24-11-2021 09:00","18.4","50"
"מרום גולן פיכמן 01/1998-07/2025","24-11-2021 09:00","10.9","78"
"כפר בלום 07/2005-07/2025","24-11-2021 09:00","11.6","93"
"כפר גלעדי 10/2007-07/2025","24-11-2021 12:00","21.8","41"
"מרום גולן פיכמן 01/1998-07/2025","24-11-2021 12:00","15.6","56"
"כפר בלום 07/2005-07/2025","24-11-2021 12:00","22.6","49"
"כפר גלעדי 10/2007-07/2025","24-11-2021 15:00","23.2","35"
"מרום גולן פיכמן 01/1998-07/2025","24-11-2021 15:00","17.6","45"
"כפר בלום 07/2005-07/2025","24-11-2021 15:00","25.7","34"
"כפר גלעדי 10/2007-07/2025","24-11-2021 18:00","18.5","60"
"מרום גולן פיכמן 01/1998-07/2025","24-11-2021 18:00","10.9","72"
"כפר בלום 07/2005-07/2025","24-11-2021 18:00","20.2","58"
"כפר גלעדי 10/2007-07/2025","24-11-2021 21:00","16.2","67"
"מרום גולן פיכמן 01/1998-07/2025","24-11-2021 21:00","5.2","93"
"כפר בלום 07/2005-07/2025","24-11-2021 21:00","15.5","82"
"כפר גלעדי 10/2007-07/2025","25-11-2021 00:00","15.6","63"
"מרום גולן פיכמן 01/1998-07/2025","25-11-2021 00:00","4.5","92"
"כפר בלום 07/2005-07/2025","25-11-2021 00:00","12.8","87"
"כפר גלעדי 10/2007-07/2025","25-11-2021 03:00","14.6","60"
"מרום גולן פיכמן 01/1998-07/2025","25-11-2021 03:00","2.4","95"
"כפר בלום 07/2005-07/2025","25-11-2021 03:00","11.2","92"
"כפר גלעדי 10/2007-07/2025","25-11-2021 06:00","14.7","55"
"מרום גולן פיכמן 01/1998-07/2025","25-11-2021 06:00","1.4","95"
"כפר בלום 07/2005-07/2025","25-11-2021 06:00","9.5","93"
"כפר גלעדי 10/2007-07/2025","25-11-2021 09:00","15.5","57"
"מרום גולן פיכמן 01/1998-07/2025","25-11-2021 09:00","8","95"
"כפר בלום 07/2005-07/2025","25-11-2021 09:00","12.5","88"
"כפר גלעדי 10/2007-07/2025","25-11-2021 12:00","20.9","46"
"מרום גולן פיכמן 01/1998-07/2025","25-11-2021 12:00","16.9","47"
"כפר בלום 07/2005-07/2025","25-11-2021 12:00","21.1","48"
"כפר גלעדי 10/2007-07/2025","25-11-2021 15:00","21.2","57"
"מרום גולן פיכמן 01/1998-07/2025","25-11-2021 15:00","17.6","45"
"כפר בלום 07/2005-07/2025","25-11-2021 15:00","24.1","41"
"כפר גלעדי 10/2007-07/2025","25-11-2021 18:00","17.6","71"
"מרום גולן פיכמן 01/1998-07/2025","25-11-2021 18:00","12.3","87"
"כפר בלום 07/2005-07/2025","25-11-2021 18:00","19.4","69"
"כפר גלעדי 10/2007-07/2025","25-11-2021 21:00","15.9","71"
"מרום גולן פיכמן 01/1998-07/2025","25-11-2021 21:00","7.2","93"
"כפר בלום 07/2005-07/2025","25-11-2021 21:00","15.6","84"
"כפר גלעדי 10/2007-07/2025","26-11-2021 00:00","15.5","79"
"מרום גולן פיכמן 01/1998-07/2025","26-11-2021 00:00","3.5","95"
"כפר בלום 07/2005-07/2025","26-11-2021 00:00","12.6","87"
"כפר גלעדי 10/2007-07/2025","26-11-2021 03:00","13.5","87"
"מרום גולן פיכמן 01/1998-07/2025","26-11-2021 03:00","4.5","98"
"כפר בלום 07/2005-07/2025","26-11-2021 03:00","10.8","92"
"כפר גלעדי 10/2007-07/2025","26-11-2021 06:00","12.3","79"
"מרום גולן פיכמן 01/1998-07/2025","26-11-2021 06:00","2.4","99"
"כפר בלום 07/2005-07/2025","26-11-2021 06:00","9","91"
"כפר גלעדי 10/2007-07/2025","26-11-2021 09:00","15.5","70"
"מרום גולן פיכמן 01/1998-07/2025","26-11-2021 09:00","9.7","92"
"כפר בלום 07/2005-07/2025","26-11-2021 09:00","11.8","92"
"כפר גלעדי 10/2007-07/2025","26-11-2021 12:00","18.3","60"
"מרום גולן פיכמן 01/1998-07/2025","26-11-2021 12:00","15.3","61"
"כפר בלום 07/2005-07/2025","26-11-2021 12:00","19.3","60"
"כפר גלעדי 10/2007-07/2025","26-11-2021 15:00","20.7","58"
"מרום גולן פיכמן 01/1998-07/2025","26-11-2021 15:00","16.8","60"
"כפר בלום 07/2005-07/2025","26-11-2021 15:00","25.2","46"
"כפר גלעדי 10/2007-07/2025","26-11-2021 18:00","17.5","75"
"מרום גולן פיכמן 01/1998-07/2025","26-11-2021 18:00","12.4","84"
"כפר בלום 07/2005-07/2025","26-11-2021 18:00","19.7","68"
"כפר גלעדי 10/2007-07/2025","26-11-2021 21:00","16.4","65"
"מרום גולן פיכמן 01/1998-07/2025","26-11-2021 21:00","5.1","93"
"כפר בלום 07/2005-07/2025","26-11-2021 21:00","15.4","85"
"כפר גלעדי 10/2007-07/2025","27-11-2021 00:00","14.9","80"
"מרום גולן פיכמן 01/1998-07/2025","27-11-2021 00:00","3.6","93"
"כפר בלום 07/2005-07/2025","27-11-2021 00:00","12.6","88"
"כפר גלעדי 10/2007-07/2025","27-11-2021 03:00","14.8","64"
"מרום גולן פיכמן 01/1998-07/2025","27-11-2021 03:00","6.9","85"
"כפר בלום 07/2005-07/2025","27-11-2021 03:00","10.7","91"
"כפר גלעדי 10/2007-07/2025","27-11-2021 06:00","15.2","52"
"מרום גולן פיכמן 01/1998-07/2025","27-11-2021 06:00","7.9","80"
"כפר בלום 07/2005-07/2025","27-11-2021 06:00","9","93"
"כפר גלעדי 10/2007-07/2025","27-11-2021 09:00","18.6","48"
"מרום גולן פיכמן 01/1998-07/2025","27-11-2021 09:00","12.4","64"
"כפר בלום 07/2005-07/2025","27-11-2021 09:00","11.8","92"
"כפר גלעדי 10/2007-07/2025","27-11-2021 12:00","24.1","33"
"מרום גולן פיכמן 01/1998-07/2025","27-11-2021 12:00","18","43"
"כפר בלום 07/2005-07/2025","27-11-2021 12:00","21.6","50"
"כפר גלעדי 10/2007-07/2025","27-11-2021 15:00","25.4","33"
"מרום גולן פיכמן 01/1998-07/2025","27-11-2021 15:00","19.8","37"
"כפר בלום 07/2005-07/2025","27-11-2021 15:00","28.2","29"
"כפר גלעדי 10/2007-07/2025","27-11-2021 18:00","22.3","32"
"מרום גולן פיכמן 01/1998-07/2025","27-11-2021 18:00","13.6","56"
"כפר בלום 07/2005-07/2025","27-11-2021 18:00","23.1","37"
"כפר גלעדי 10/2007-07/2025","27-11-2021 21:00","19.7","38"
"מרום גולן פיכמן 01/1998-07/2025","27-11-2021 21:00","12","61"
"כפר בלום 07/2005-07/2025","27-11-2021 21:00","16.4","64"
"כפר גלעדי 10/2007-07/2025","28-11-2021 00:00","19.3","38"
"מרום גולן פיכמן 01/1998-07/2025","28-11-2021 00:00","10.5","65"
"כפר בלום 07/2005-07/2025","28-11-2021 00:00","13.1","79"
"כפר גלעדי 10/2007-07/2025","28-11-2021 03:00","18.7","40"
"מרום גולן פיכמן 01/1998-07/2025","28-11-2021 03:00","5.2","87"
"כפר בלום 07/2005-07/2025","28-11-2021 03:00","11","82"
"כפר גלעדי 10/2007-07/2025","28-11-2021 06:00","17.6","42"
"מרום גולן פיכמן 01/1998-07/2025","28-11-2021 06:00","5.8","84"
"כפר בלום 07/2005-07/2025","28-11-2021 06:00","9.9","88"
"כפר גלעדי 10/2007-07/2025","28-11-2021 09:00","19.3","42"
"מרום גולן פיכמן 01/1998-07/2025","28-11-2021 09:00","14.3","55"
"כפר בלום 07/2005-07/2025","28-11-2021 09:00","13.1","80"
"כפר גלעדי 10/2007-07/2025","28-11-2021 12:00","23","35"
"מרום גולן פיכמן 01/1998-07/2025","28-11-2021 12:00","23.1","28"
"כפר בלום 07/2005-07/2025","28-11-2021 12:00","24.5","39"
"כפר גלעדי 10/2007-07/2025","28-11-2021 15:00","25","30"
"מרום גולן פיכמן 01/1998-07/2025","28-11-2021 15:00","23.1","23"
"כפר בלום 07/2005-07/2025","28-11-2021 15:00","28.4","27"
"כפר גלעדי 10/2007-07/2025","28-11-2021 18:00","20.7","38"
"מרום גולן פיכמן 01/1998-07/2025","28-11-2021 18:00","15.9","40"
"כפר בלום 07/2005-07/2025","28-11-2021 18:00","20.8","49"
"כפר גלעדי 10/2007-07/2025","28-11-2021 21:00","18.9","51"
"מרום גולן פיכמן 01/1998-07/2025","28-11-2021 21:00","17.2","37"
"כפר בלום 07/2005-07/2025","28-11-2021 21:00","15.4","69"
"כפר גלעדי 10/2007-07/2025","29-11-2021 00:00","18.2","66"
"מרום גולן פיכמן 01/1998-07/2025","29-11-2021 00:00","13.8","70"
"כפר בלום 07/2005-07/2025","29-11-2021 00:00","12.5","80"
"כפר גלעדי 10/2007-07/2025","29-11-2021 03:00","15.6","60"
"מרום גולן פיכמן 01/1998-07/2025","29-11-2021 03:00","13.4","61"
"כפר בלום 07/2005-07/2025","29-11-2021 03:00","11.7","84"
"כפר גלעדי 10/2007-07/2025","29-11-2021 06:00","15.9","58"
"מרום גולן פיכמן 01/1998-07/2025","29-11-2021 06:00","9.5","71"
"כפר בלום 07/2005-07/2025","29-11-2021 06:00","10.7","86"
"כפר גלעדי 10/2007-07/2025","29-11-2021 09:00","18.7","53"
"מרום גולן פיכמן 01/1998-07/2025","29-11-2021 09:00","15.1","54"
"כפר בלום 07/2005-07/2025","29-11-2021 09:00","13.8","77"
"כפר גלעדי 10/2007-07/2025","29-11-2021 12:00","23.9","40"
"מרום גולן פיכמן 01/1998-07/2025","29-11-2021 12:00","21.4","34"
"כפר בלום 07/2005-07/2025","29-11-2021 12:00","24.1","42"
"כפר גלעדי 10/2007-07/2025","29-11-2021 15:00","25.8","30"
"מרום גולן פיכמן 01/1998-07/2025","29-11-2021 15:00","24.4","27"
"כפר בלום 07/2005-07/2025","29-11-2021 15:00","29.2","30"
"כפר גלעדי 10/2007-07/2025","29-11-2021 18:00","23.1","37"
"מרום גולן פיכמן 01/1998-07/2025","29-11-2021 18:00","18.1","43"
"כפר בלום 07/2005-07/2025","29-11-2021 18:00","21.7","55"
"כפר גלעדי 10/2007-07/2025","29-11-2021 21:00","22.1","32"
"מרום גולן פיכמן 01/1998-07/2025","29-11-2021 21:00","16.6","41"
"כפר בלום 07/2005-07/2025","29-11-2021 21:00","16.5","70"
"כפר גלעדי 10/2007-07/2025","30-11-2021 00:00","22.4","30"
"מרום גולן פיכמן 01/1998-07/2025","30-11-2021 00:00","14.2","48"
"כפר בלום 07/2005-07/2025","30-11-2021 00:00","17.3","56"
"כפר גלעדי 10/2007-07/2025","30-11-2021 03:00","22.2","29"
"מרום גולן פיכמן 01/1998-07/2025","30-11-2021 03:00","13.2","51"
"כפר בלום 07/2005-07/2025","30-11-2021 03:00","18.5","45"
"כפר גלעדי 10/2007-07/2025","30-11-2021 06:00","21.7","29"
"מרום גולן פיכמן 01/1998-07/2025","30-11-2021 06:00","10","62"
"כפר בלום 07/2005-07/2025","30-11-2021 06:00","13.4","70"
"כפר גלעדי 10/2007-07/2025","30-11-2021 09:00","21.8","33"
"מרום גולן פיכמן 01/1998-07/2025","30-11-2021 09:00","14.1","55"
"כפר בלום 07/2005-07/2025","30-11-2021 09:00","15","69"
"כפר גלעדי 10/2007-07/2025","30-11-2021 12:00","25.8","26"
