"תחנה","תאריך ושעה (שעון קיץ)","טמפרטורה (C°)","לחות יחסית (%)"
"עבדת 10/2008-07/2025","14-10-2021 18:00","24.8","47"
"אשלים 02/2016-07/2025","14-10-2021 21:00","22.7","69"
"שדה בוקר 01/2004-07/2025","14-10-2021 21:00","22.7","63"
"עבדת 10/2008-07/2025","14-10-2021 21:00","21.9","62"
"אשלים 02/2016-07/2025","15-10-2021 00:00","20.5","83"
"שדה בוקר 01/2004-07/2025","15-10-2021 00:00","20.8","82"
"עבדת 10/2008-07/2025","15-10-2021 00:00","21","68"
"אשלים 02/2016-07/2025","15-10-2021 03:00","19.3","89"
"שדה בוקר 01/2004-07/2025","15-10-2021 03:00","19.5","91"
"עבדת 10/2008-07/2025","15-10-2021 03:00","18.7","85"
"אשלים 02/2016-07/2025","15-10-2021 06:00","18.2","94"
"שדה בוקר 01/2004-07/2025","15-10-2021 06:00","18.9","93"
"עבדת 10/2008-07/2025","15-10-2021 06:00","17.9","88"
"אשלים 02/2016-07/2025","15-10-2021 09:00","21.9","82"
"שדה בוקר 01/2004-07/2025","15-10-2021 09:00","21.1","77"
"עבדת 10/2008-07/2025","15-10-2021 09:00","21.2","66"
"אשלים 02/2016-07/2025","15-10-2021 12:00","28.1","39"
"שדה בוקר 01/2004-07/2025","15-10-2021 12:00","27.5","39"
"עבדת 10/2008-07/2025","15-10-2021 12:00","28.4","28"
"אשלים 02/2016-07/2025","15-10-2021 15:00","30.3","39"
"שדה בוקר 01/2004-07/2025","15-10-2021 15:00","29.8","33"
"עבדת 10/2008-07/2025","15-10-2021 15:00","29","32"
"אשלים 02/2016-07/2025","15-10-2021 18:00","26.4","45"
"שדה בוקר 01/2004-07/2025","15-10-2021 18:00","25.7","48"
"עבדת 10/2008-07/2025","15-10-2021 18:00","25.2","49"
"אשלים 02/2016-07/2025","15-10-2021 21:00","22.6","69"
"שדה בוקר 01/2004-07/2025","15-10-2021 21:00","22.2","67"
"עבדת 10/2008-07/2025","15-10-2021 21:00","21.7","65"
"אשלים 02/2016-07/2025","16-10-2021 00:00","19","80"
"שדה בוקר 01/2004-07/2025","16-10-2021 00:00","20.3","81"
"עבדת 10/2008-07/2025","16-10-2021 00:00","19.7","78"
"אשלים 02/2016-07/2025","16-10-2021 03:00","16.9","85"
"שדה בוקר 01/2004-07/2025","16-10-2021 03:00","18.7","89"
"עבדת 10/2008-07/2025","16-10-2021 03:00","18","90"
"אשלים 02/2016-07/2025","16-10-2021 06:00","16.9","89"
"שדה בוקר 01/2004-07/2025","16-10-2021 06:00","17","91"
"עבדת 10/2008-07/2025","16-10-2021 06:00","17.1","93"
"אשלים 02/2016-07/2025","16-10-2021 09:00","21.9","69"
"שדה בוקר 01/2004-07/2025","16-10-2021 09:00","20.5","71"
"עבדת 10/2008-07/2025","16-10-2021 09:00","20.7","62"
"אשלים 02/2016-07/2025","16-10-2021 12:00","29.8","19"
"שדה בוקר 01/2004-07/2025","16-10-2021 12:00","27.6","27"
"עבדת 10/2008-07/2025","16-10-2021 12:00","29.1","15"
"אשלים 02/2016-07/2025","16-10-2021 15:00","30.8","22"
"שדה בוקר 01/2004-07/2025","16-10-2021 15:00","29.5","19"
"עבדת 10/2008-07/2025","16-10-2021 15:00","29.8","15"
"אשלים 02/2016-07/2025","16-10-2021 18:00","26","54"
"שדה בוקר 01/2004-07/2025","16-10-2021 18:00","25.8","49"
"עבדת 10/2008-07/2025","16-10-2021 18:00","25.1","51"
"אשלים 02/2016-07/2025","16-10-2021 21:00","21.5","79"
"שדה בוקר 01/2004-07/2025","16-10-2021 21:00","21.2","77"
"עבדת 10/2008-07/2025","16-10-2021 21:00","20.8","76"
"אשלים 02/2016-07/2025","17-10-2021 00:00","18.5","84"
"שדה בוקר 01/2004-07/2025","17-10-2021 00:00","17.3","85"
"עבדת 10/2008-07/2025","17-10-2021 00:00","19.1","52"
"אשלים 02/2016-07/2025","17-10-2021 03:00","15.3","76"
"שדה בוקר 01/2004-07/2025","17-10-2021 03:00","15.6","71"
"עבדת 10/2008-07/2025","17-10-2021 03:00","17.8","41"
"אשלים 02/2016-07/2025","17-10-2021 06:00","17.4","55"
"שדה בוקר 01/2004-07/2025","17-10-2021 06:00","15.2","59"
"עבדת 10/2008-07/2025","17-10-2021 06:00","18.5","32"
"אשלים 02/2016-07/2025","17-10-2021 09:00","23.6","45"
"שדה בוקר 01/2004-07/2025","17-10-2021 09:00","22.6","41"
"עבדת 10/2008-07/2025","17-10-2021 09:00","22.2","40"
"אשלים 02/2016-07/2025","17-10-2021 12:00","25.8","56"
"שדה בוקר 01/2004-07/2025","17-10-2021 12:00","24.2","56"
"עבדת 10/2008-07/2025","17-10-2021 12:00","23","56"
"אשלים 02/2016-07/2025","17-10-2021 15:00","27.2","48"
"שדה בוקר 01/2004-07/2025","17-10-2021 15:00","25.9","46"
"עבדת 10/2008-07/2025","17-10-2021 15:00","25.8","43"
"אשלים 02/2016-07/2025","17-10-2021 18:00","24.1","47"
"שדה בוקר 01/2004-07/2025","17-10-2021 18:00","22.8","53"
"עבדת 10/2008-07/2025","17-10-2021 18:00","22.2","54"
"אשלים 02/2016-07/2025","17-10-2021 21:00","19.8","65"
"שדה בוקר 01/2004-07/2025","17-10-2021 21:00","19.8","64"
"עבדת 10/2008-07/2025","17-10-2021 21:00","19.1","65"
"אשלים 02/2016-07/2025","18-10-2021 00:00","15.4","79"
"שדה בוקר 01/2004-07/2025","18-10-2021 00:00","14.7","77"
"עבדת 10/2008-07/2025","18-10-2021 00:00","16.4","75"
"אשלים 02/2016-07/2025","18-10-2021 03:00","16.1","81"
"שדה בוקר 01/2004-07/2025","18-10-2021 03:00","13.9","82"
"עבדת 10/2008-07/2025","18-10-2021 03:00","14.8","81"
"אשלים 02/2016-07/2025","18-10-2021 06:00","14.1","88"
"שדה בוקר 01/2004-07/2025","18-10-2021 06:00","13","86"
"עבדת 10/2008-07/2025","18-10-2021 06:00","14.2","84"
"אשלים 02/2016-07/2025","18-10-2021 09:00","20.7","69"
"שדה בוקר 01/2004-07/2025","18-10-2021 09:00","20","73"
"עבדת 10/2008-07/2025","18-10-2021 09:00","18.2","77"
"אשלים 02/2016-07/2025","18-10-2021 12:00","24.6","52"
"שדה בוקר 01/2004-07/2025","18-10-2021 12:00","23.6","49"
"עבדת 10/2008-07/2025","18-10-2021 12:00","22.8","44"
"אשלים 02/2016-07/2025","18-10-2021 15:00","26","50"
"שדה בוקר 01/2004-07/2025","18-10-2021 15:00","25.1","44"
"עבדת 10/2008-07/2025","18-10-2021 15:00","24.3","44"
"אשלים 02/2016-07/2025","18-10-2021 18:00","23.3","55"
"שדה בוקר 01/2004-07/2025","18-10-2021 18:00","22.5","55"
"עבדת 10/2008-07/2025","18-10-2021 18:00","21.9","55"
"אשלים 02/2016-07/2025","18-10-2021 21:00","19.7","71"
"שדה בוקר 01/2004-07/2025","18-10-2021 21:00","19.2","73"
"עבדת 10/2008-07/2025","18-10-2021 21:00","18.3","76"
"אשלים 02/2016-07/2025","19-10-2021 00:00","15.5","81"
"שדה בוקר 01/2004-07/2025","19-10-2021 00:00","16.8","83"
"עבדת 10/2008-07/2025","19-10-2021 00:00","16.9","82"
"אשלים 02/2016-07/2025","19-10-2021 03:00","13.9","88"
"שדה בוקר 01/2004-07/2025","19-10-2021 03:00","16.1","85"
"עבדת 10/2008-07/2025","19-10-2021 03:00","15.2","88"
"אשלים 02/2016-07/2025","19-10-2021 06:00","13.2","89"
"שדה בוקר 01/2004-07/2025","19-10-2021 06:00","12.2","90"
"עבדת 10/2008-07/2025","19-10-2021 06:00","13.2","92"
"אשלים 02/2016-07/2025","19-10-2021 09:00","20.4","67"
"שדה בוקר 01/2004-07/2025","19-10-2021 09:00","19","72"
"עבדת 10/2008-07/2025","19-10-2021 09:00","18.1","74"
"אשלים 02/2016-07/2025","19-10-2021 12:00","24.2","52"
"שדה בוקר 01/2004-07/2025","19-10-2021 12:00","22.9","54"
"עבדת 10/2008-07/2025","19-10-2021 12:00","21.4","57"
"אשלים 02/2016-07/2025","19-10-2021 15:00","25.5","48"
"שדה בוקר 01/2004-07/2025","19-10-2021 15:00","24.7","46"
"עבדת 10/2008-07/2025","19-10-2021 15:00","23.5","46"
"אשלים 02/2016-07/2025","19-10-2021 18:00","22.7","57"
"שדה בוקר 01/2004-07/2025","19-10-2021 18:00","21.4","59"
"עבדת 10/2008-07/2025","19-10-2021 18:00","20.6","58"
"אשלים 02/2016-07/2025","19-10-2021 21:00","19.4","72"
"שדה בוקר 01/2004-07/2025","19-10-2021 21:00","18.8","73"
"עבדת 10/2008-07/2025","19-10-2021 21:00","17.9","77"
"אשלים 02/2016-07/2025","20-10-2021 00:00","16.9","78"
"שדה בוקר 01/2004-07/2025","20-10-2021 00:00","16.1","81"
"עבדת 10/2008-07/2025","20-10-2021 00:00","16","83"
"אשלים 02/2016-07/2025","20-10-2021 03:00","16","81"
"שדה בוקר 01/2004-07/2025","20-10-2021 03:00","16.6","83"
"עבדת 10/2008-07/2025","20-10-2021 03:00","15.5","85"
"אשלים 02/2016-07/2025","20-10-2021 06:00","15.8","80"
"שדה בוקר 01/2004-07/2025","20-10-2021 06:00","16.5","83"
"עבדת 10/2008-07/2025","20-10-2021 06:00","14.8","88"
"אשלים 02/2016-07/2025","20-10-2021 09:00","20.1","71"
"שדה בוקר 01/2004-07/2025","20-10-2021 09:00","18.5","76"
"עבדת 10/2008-07/2025","20-10-2021 09:00","17.7","79"
"אשלים 02/2016-07/2025","20-10-2021 12:00","23.4","59"
"שדה בוקר 01/2004-07/2025","20-10-2021 12:00","22","59"
"עבדת 10/2008-07/2025","20-10-2021 12:00","21.1","61"
"אשלים 02/2016-07/2025","20-10-2021 15:00","25","53"
"שדה בוקר 01/2004-07/2025","20-10-2021 15:00","24.3","49"
"עבדת 10/2008-07/2025","20-10-2021 15:00","23.4","51"
"אשלים 02/2016-07/2025","20-10-2021 18:00","22.4","60"
"שדה בוקר 01/2004-07/2025","20-10-2021 18:00","21.2","63"
"עבדת 10/2008-07/2025","20-10-2021 18:00","20.4","65"
"אשלים 02/2016-07/2025","20-10-2021 21:00","18.9","78"
"שדה בוקר 01/2004-07/2025","20-10-2021 21:00","18.8","75"
"עבדת 10/2008-07/2025","20-10-2021 21:00","17.9","78"
"אשלים 02/2016-07/2025","21-10-2021 00:00","15.7","82"
"שדה בוקר 01/2004-07/2025","21-10-2021 00:00","16.9","81"
"עבדת 10/2008-07/2025","21-10-2021 00:00","15.9","83"
"אשלים 02/2016-07/2025","21-10-2021 03:00","14.5","85"
"שדה בוקר 01/2004-07/2025","21-10-2021 03:00","15.3","86"
"עבדת 10/2008-07/2025","21-10-2021 03:00","15.3","86"
"אשלים 02/2016-07/2025","21-10-2021 06:00","13.9","88"
"שדה בוקר 01/2004-07/2025","21-10-2021 06:00","13","90"
"עבדת 10/2008-07/2025","21-10-2021 06:00","13.5","90"
"אשלים 02/2016-07/2025","21-10-2021 09:00","20.7","68"
"שדה בוקר 01/2004-07/2025","21-10-2021 09:00","19.2","77"
"עבדת 10/2008-07/2025","21-10-2021 09:00","18.1","79"
"אשלים 02/2016-07/2025","21-10-2021 12:00","25","50"
"שדה בוקר 01/2004-07/2025","21-10-2021 12:00","23.6","52"
"עבדת 10/2008-07/2025","21-10-2021 12:00","22.3","56"
"אשלים 02/2016-07/2025","21-10-2021 15:00","26.8","42"
"שדה בוקר 01/2004-07/2025","21-10-2021 15:00","25.8","41"
"עבדת 10/2008-07/2025","21-10-2021 15:00","25.5","41"
"אשלים 02/2016-07/2025","21-10-2021 18:00","22.7","63"
"שדה בוקר 01/2004-07/2025","21-10-2021 18:00","21.9","65"
"עבדת 10/2008-07/2025","21-10-2021 18:00","21.2","66"
"אשלים 02/2016-07/2025","21-10-2021 21:00","20.2","73"
"שדה בוקר 01/2004-07/2025","21-10-2021 21:00","19.2","78"
"עבדת 10/2008-07/2025","21-10-2021 21:00","18.7","80"
"אשלים 02/2016-07/2025","22-10-2021 00:00","18.5","78"
"שדה בוקר 01/2004-07/2025","22-10-2021 00:00","18","81"
"עבדת 10/2008-07/2025","22-10-2021 00:00","18.1","81"
"אשלים 02/2016-07/2025","22-10-2021 03:00","18.8","78"
"שדה בוקר 01/2004-07/2025","22-10-2021 03:00","17.6","83"
"עבדת 10/2008-07/2025","22-10-2021 03:00","17.4","83"
"אשלים 02/2016-07/2025","22-10-2021 06:00","15.4","82"
"שדה בוקר 01/2004-07/2025","22-10-2021 06:00","16.5","88"
"עבדת 10/2008-07/2025","22-10-2021 06:00","16.8","88"
"אשלים 02/2016-07/2025","22-10-2021 09:00","21.1","69"
"שדה בוקר 01/2004-07/2025","22-10-2021 09:00","19.5","72"
"עבדת 10/2008-07/2025","22-10-2021 09:00","18.7","77"
"אשלים 02/2016-07/2025","22-10-2021 12:00","24.5","52"
"שדה בוקר 01/2004-07/2025","22-10-2021 12:00","23","55"
"עבדת 10/2008-07/2025","22-10-2021 12:00","22.1","56"
"אשלים 02/2016-07/2025","22-10-2021 15:00","25.5","49"
"שדה בוקר 01/2004-07/2025","22-10-2021 15:00","25","47"
"עבדת 10/2008-07/2025","22-10-2021 15:00","23.6","50"
"אשלים 02/2016-07/2025","22-10-2021 18:00","23.2","59"
"שדה בוקר 01/2004-07/2025","22-10-2021 18:00","22.2","62"
"עבדת 10/2008-07/2025","22-10-2021 18:00","21.4","65"
"אשלים 02/2016-07/2025","22-10-2021 21:00","20.1","74"
"שדה בוקר 01/2004-07/2025","22-10-2021 21:00","19.5","75"
"עבדת 10/2008-07/2025","22-10-2021 21:00","18.5","78"
"אשלים 02/2016-07/2025","23-10-2021 00:00","16.6","80"
"שדה בוקר 01/2004-07/2025","23-10-2021 00:00","18.1","83"
"עבדת 10/2008-07/2025","23-10-2021 00:00","17.1","87"
"אשלים 02/2016-07/2025","23-10-2021 03:00","14","90"
"שדה בוקר 01/2004-07/2025","23-10-2021 03:00","16.9","88"
"עבדת 10/2008-07/2025","23-10-2021 03:00","16.2","88"
"אשלים 02/2016-07/2025","23-10-2021 06:00","12.7","91"
"שדה בוקר 01/2004-07/2025","23-10-2021 06:00","14.2","88"
"עבדת 10/2008-07/2025","23-10-2021 06:00","15.1","89"
"אשלים 02/2016-07/2025","23-10-2021 09:00","20.4","70"
"שדה בוקר 01/2004-07/2025","23-10-2021 09:00","19.6","68"
"עבדת 10/2008-07/2025","23-10-2021 09:00","18.3","73"
"אשלים 02/2016-07/2025","23-10-2021 12:00","23.8","51"
"שדה בוקר 01/2004-07/2025","23-10-2021 12:00","22.2","52"
"עבדת 10/2008-07/2025","23-10-2021 12:00","21.4","56"
"אשלים 02/2016-07/2025","23-10-2021 15:00","24.7","48"
"שדה בוקר 01/2004-07/2025","23-10-2021 15:00","24.3","47"
"עבדת 10/2008-07/2025","23-10-2021 15:00","23.1","47"
"אשלים 02/2016-07/2025","23-10-2021 18:00","22","60"
"שדה בוקר 01/2004-07/2025","23-10-2021 18:00","21","62"
"עבדת 10/2008-07/2025","23-10-2021 18:00","20.2","63"
"אשלים 02/2016-07/2025","23-10-2021 21:00","18.2","73"
"שדה בוקר 01/2004-07/2025","23-10-2021 21:00","18.5","74"
"עבדת 10/2008-07/2025","23-10-2021 21:00","17.5","77"
"אשלים 02/2016-07/2025","24-10-2021 00:00","14.7","79"
"שדה בוקר 01/2004-07/2025","24-10-2021 00:00","17","82"
"עבדת 10/2008-07/2025","24-10-2021 00:00","16.1","85"
"אשלים 02/2016-07/2025","24-10-2021 03:00","13.9","88"
"שדה בוקר 01/2004-07/2025","24-10-2021 03:00","16.7","84"
"עבדת 10/2008-07/2025","24-10-2021 03:00","14.6","90"
"אשלים 02/2016-07/2025","24-10-2021 06:00","12.8","87"
"שדה בוקר 01/2004-07/2025","24-10-2021 06:00","13.7","92"
"עבדת 10/2008-07/2025","24-10-2021 06:00","13.6","93"
"אשלים 02/2016-07/2025","24-10-2021 09:00","19.4","72"
"שדה בוקר 01/2004-07/2025","24-10-2021 09:00","18.3","76"
"עבדת 10/2008-07/2025","24-10-2021 09:00","16.5","84"
"אשלים 02/2016-07/2025","24-10-2021 12:00","23.7","49"
"שדה בוקר 01/2004-07/2025","24-10-2021 12:00","22.3","49"
"עבדת 10/2008-07/2025","24-10-2021 12:00","21.5","51"
"אשלים 02/2016-07/2025","24-10-2021 15:00","27.2","36"
"שדה בוקר 01/2004-07/2025","24-10-2021 15:00","25.5","34"
"עבדת 10/2008-07/2025","24-10-2021 15:00","24.3","37"
"אשלים 02/2016-07/2025","24-10-2021 18:00","21.6","66"
"שדה בוקר 01/2004-07/2025","24-10-2021 18:00","20.8","68"
"עבדת 10/2008-07/2025","24-10-2021 18:00","20","70"
"אשלים 02/2016-07/2025","24-10-2021 21:00","19.1","74"
"שדה בוקר 01/2004-07/2025","24-10-2021 21:00","18.3","77"
"עבדת 10/2008-07/2025","24-10-2021 21:00","17.9","78"
"אשלים 02/2016-07/2025","25-10-2021 00:00","19.5","73"
"שדה בוקר 01/2004-07/2025","25-10-2021 00:00","17.6","81"
"עבדת 10/2008-07/2025","25-10-2021 00:00","17","82"
"אשלים 02/2016-07/2025","25-10-2021 03:00","14.7","83"
"שדה בוקר 01/2004-07/2025","25-10-2021 03:00","14.8","88"
"עבדת 10/2008-07/2025","25-10-2021 03:00","14.9","89"
"אשלים 02/2016-07/2025","25-10-2021 06:00","13.2","87"
"שדה בוקר 01/2004-07/2025","25-10-2021 06:00","13.1","92"
"עבדת 10/2008-07/2025","25-10-2021 06:00","12.9","93"
"אשלים 02/2016-07/2025","25-10-2021 09:00","19.2","74"
"שדה בוקר 01/2004-07/2025","25-10-2021 09:00","18.2","78"
"עבדת 10/2008-07/2025","25-10-2021 09:00","16.6","85"
"אשלים 02/2016-07/2025","25-10-2021 12:00","24.1","52"
"שדה בוקר 01/2004-07/2025","25-10-2021 12:00","23.3","50"
"עבדת 10/2008-07/2025","25-10-2021 12:00","22.1","55"
"אשלים 02/2016-07/2025","25-10-2021 15:00","26.9","40"
"שדה בוקר 01/2004-07/2025","25-10-2021 15:00","26.2","40"
"עבדת 10/2008-07/2025","25-10-2021 15:00","25.2","42"
"אשלים 02/2016-07/2025","25-10-2021 18:00","22.3","68"
"שדה בוקר 01/2004-07/2025","25-10-2021 18:00","21.6","68"
"עבדת 10/2008-07/2025","25-10-2021 18:00","20.9","69"
"אשלים 02/2016-07/2025","25-10-2021 21:00","19","77"
"שדה בוקר 01/2004-07/2025","25-10-2021 21:00","18.4","80"
"עבדת 10/2008-07/2025","25-10-2021 21:00","17.6","83"
"אשלים 02/2016-07/2025","26-10-2021 00:00","15.2","84"
"שדה בוקר 01/2004-07/2025","26-10-2021 00:00","17.1","87"
"עבדת 10/2008-07/2025","26-10-2021 00:00","15.9","90"
"אשלים 02/2016-07/2025","26-10-2021 03:00","13.4","86"
"שדה בוקר 01/2004-07/2025","26-10-2021 03:00","14.2","91"
"עבדת 10/2008-07/2025","26-10-2021 03:00","14.4","95"
"אשלים 02/2016-07/2025","26-10-2021 06:00","13.1","93"
"שדה בוקר 01/2004-07/2025","26-10-2021 06:00","14","94"
"עבדת 10/2008-07/2025","26-10-2021 06:00","14.8","95"
"אשלים 02/2016-07/2025","26-10-2021 09:00","19.2","77"
"שדה בוקר 01/2004-07/2025","26-10-2021 09:00","18.4","83"
"עבדת 10/2008-07/2025","26-10-2021 09:00","16.8","90"
"אשלים 02/2016-07/2025","26-10-2021 12:00","23.8","56"
"שדה בוקר 01/2004-07/2025","26-10-2021 12:00","22.5","59"
"עבדת 10/2008-07/2025","26-10-2021 12:00","21.9","61"
"אשלים 02/2016-07/2025","26-10-2021 15:00","26.5","45"
"שדה בוקר 01/2004-07/2025","26-10-2021 15:00","24.8","48"
"עבדת 10/2008-07/2025","26-10-2021 15:00","23.9","50"
"אשלים 02/2016-07/2025","26-10-2021 18:00","22.7","67"
"שדה בוקר 01/2004-07/2025","26-10-2021 18:00","22","66"
"עבדת 10/2008-07/2025","26-10-2021 18:00","21.7","64"
"אשלים 02/2016-07/2025","26-10-2021 21:00","19.5","78"
"שדה בוקר 01/2004-07/2025","26-10-2021 21:00","18.9","81"
"עבדת 10/2008-07/2025","26-10-2021 21:00","18","84"
"אשלים 02/2016-07/2025","27-10-2021 00:00","15.3","86"
"שדה בוקר 01/2004-07/2025","27-10-2021 00:00","17","87"
"עבדת 10/2008-07/2025","27-10-2021 00:00","16.6","90"
"אשלים 02/2016-07/2025","27-10-2021 03:00","13.2","89"
"שדה בוקר 01/2004-07/2025","27-10-2021 03:00","13.8","92"
"עבדת 10/2008-07/2025","27-10-2021 03:00","14.5","95"
"אשלים 02/2016-07/2025","27-10-2021 06:00","12.1","94"
"שדה בוקר 01/2004-07/2025","27-10-2021 06:00","11.8","93"
"עבדת 10/2008-07/2025","27-10-2021 06:00","13","96"
"אשלים 02/2016-07/2025","27-10-2021 09:00","18.1","77"
"שדה בוקר 01/2004-07/2025","27-10-2021 09:00","17.2","83"
"עבדת 10/2008-07/2025","27-10-2021 09:00","16.2","84"
"אשלים 02/2016-07/2025","27-10-2021 12:00","26.1","33"
"שדה בוקר 01/2004-07/2025","27-10-2021 12:00","24.6","38"
"עבדת 10/2008-07/2025","27-10-2021 12:00","24.3","33"
"אשלים 02/2016-07/2025","27-10-2021 15:00","27.9","31"
"שדה בוקר 01/2004-07/2025","27-10-2021 15:00","26.9","30"
"עבדת 10/2008-07/2025","27-10-2021 15:00","26.2","31"
"אשלים 02/2016-07/2025","27-10-2021 18:00","23.9","54"
"שדה בוקר 01/2004-07/2025","27-10-2021 18:00","23.2","58"
"עבדת 10/2008-07/2025","27-10-2021 18:00","22.6","60"
"אשלים 02/2016-07/2025","27-10-2021 21:00","18.6","67"
"שדה בוקר 01/2004-07/2025","27-10-2021 21:00","20.2","66"
"עבדת 10/2008-07/2025","27-10-2021 21:00","19.7","67"
"אשלים 02/2016-07/2025","28-10-2021 00:00","15","78"
"שדה בוקר 01/2004-07/2025","28-10-2021 00:00","15.9","77"
"עבדת 10/2008-07/2025","28-10-2021 00:00","16.5","75"
"אשלים 02/2016-07/2025","28-10-2021 03:00","16.6","73"
"שדה בוקר 01/2004-07/2025","28-10-2021 03:00","14.2","72"
"עבדת 10/2008-07/2025","28-10-2021 03:00","16.7","66"
"אשלים 02/2016-07/2025","28-10-2021 06:00","16.9","70"
"שדה בוקר 01/2004-07/2025","28-10-2021 06:00","14","78"
"עבדת 10/2008-07/2025","28-10-2021 06:00","16.6","69"
"אשלים 02/2016-07/2025","28-10-2021 09:00","22.1","55"
"שדה בוקר 01/2004-07/2025","28-10-2021 09:00","20.1","61"
"עבדת 10/2008-07/2025","28-10-2021 09:00","20.7","56"
"אשלים 02/2016-07/2025","28-10-2021 12:00","30.1","19"
"שדה בוקר 01/2004-07/2025","28-10-2021 12:00","25.3","39"
"עבדת 10/2008-07/2025","28-10-2021 12:00","25.7","30"
"אשלים 02/2016-07/2025","28-10-2021 15:00","30.5","20"
"שדה בוקר 01/2004-07/2025","28-10-2021 15:00","27.5","26"
"עבדת 10/2008-07/2025","28-10-2021 15:00","27.4","26"
"אשלים 02/2016-07/2025","28-10-2021 18:00","27.3","28"
"שדה בוקר 01/2004-07/2025","28-10-2021 18:00","24.9","35"
"עבדת 10/2008-07/2025","28-10-2021 18:00","24.5","35"
"אשלים 02/2016-07/2025","28-10-2021 21:00","21.1","43"
"שדה בוקר 01/2004-07/2025","28-10-2021 21:00","19.9","47"
"עבדת 10/2008-07/2025","28-10-2021 21:00","21.5","37"
"אשלים 02/2016-07/2025","29-10-2021 00:00","21.7","37"
